value[0],1,1
value[0],3,3
value[0],2,2
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],7,7
value[0],2,0
value[0],2,0
value[0],1,0
value[0],2,0
value[0],1,0
value[0],1,0
value[0],2,0
value[0],2,0
value[0],1,0
value[0],1,0
value[0],2,0
value[0],1,0
value[0],1,0
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],6,6
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],2,2
value[0],1,1
value[0],1,1
value[0],3,3
value[0],4,4
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],2,2
value[0],3,3
value[0],3,3
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],9,9
value[0],1,1
value[0],2,2
value[0],1,1
value[0],4,0
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],2,2
value[0],5,5
value[0],1,1
value[0],2,2
value[0],1,1
value[0],11,11
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],11,11
value[0],3,3
value[0],1,1
value[0],1,1
value[0],2,3
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],2,0
value[0],1,0
value[0],2,0
value[0],1,0
value[0],1,0
value[0],2,0
value[0],1,0
value[0],2,0
value[0],2,0
value[0],1,0
value[0],3,3
value[0],1,1
value[0],3,3
value[0],1,1
value[0],3,3
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],4,4
value[0],4,4
value[0],2,2
value[0],1,1
value[0],4,4
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],2,2
value[0],2,0
value[0],6,0
value[0],2,0
value[0],1,0
value[0],1,0
value[0],2,0
value[0],1,0
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],13,13
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],5,5
value[0],1,1
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],16,16
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],9,9
value[0],1,0
value[0],1,1
value[0],1,1
value[0],2,2
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],3,0
value[0],6,6
value[0],1,1
value[0],5,5
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],5,5
value[0],1,1
value[0],1,1
value[0],1,5
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,5
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,5
value[0],1,1
value[0],2,2
value[0],1,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],12,12
value[0],1,1
value[0],1,1
value[0],1,1
value[0],5,5
value[0],10,10
value[0],1,1
value[0],1,1
value[0],1,1
value[0],5,5
value[0],3,3
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],3,3
value[0],1,1
value[0],1,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,3
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],3,3
value[0],1,1
value[0],1,1
value[0],2,2
value[0],3,3
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],2,2
value[0],3,3
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],7,7
value[0],2,0
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,0
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],4,4
value[0],3,3
value[0],2,2
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],4,4
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],3,3
value[0],2,2
value[0],1,1
value[0],1,1
value[0],13,13
value[0],1,1
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],4,4
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],3,3
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],13,13
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],6,6
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],9,9
value[0],2,2
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],4,4
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,0
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,0
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,0
value[0],1,1
value[0],3,3
value[0],2,2
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],3,3
value[0],13,13
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,0
value[0],2,0
value[0],1,0
value[0],2,0
value[0],1,1
value[0],1,1
value[0],3,3
value[0],4,4
value[0],2,2
value[0],2,2
value[0],8,8
value[0],1,1
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2
value[0],4,4
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],1,1
value[0],2,3
value[0],2,2
value[0],3,3
value[0],2,2
value[0],5,5
value[0],1,1
value[0],2,2
value[0],7,7
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,1
value[0],1,0
value[0],6,0
value[0],1,0
value[0],2,0
value[0],2,0
value[0],1,0
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],2,2
value[0],1,1
value[0],1,1
value[0],1,1
value[0],3,3
value[0],5,5
value[0],2,2
value[0],1,1
value[0],3,3
value[0],1,1
value[0],1,1
value[0],2,2
value[0],2,2
value[0],1,1
value[0],4,4
value[0],1,1
value[0],1,1
value[0],7,7
value[0],4,4
value[0],1,0
value[0],2,0
value[0],1,0
value[0],2,0
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],1,1
value[0],2,2